student_id,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,temperature_c,humidity,wind_speed,rain_mm,air_quality_index,rising_time_min,sleeping_time_min,mess_duration_min
2101073,3,1,1,0,0,1,26.02,51.11,2.35,0.43,68.6,409,1421,33.03
2101087,2,0,0,0,0,1,31.73,76.74,3.73,0.0,131.3,347,1363,31.95
2101131,2,0,0,0,0,0,26.52,41.04,2.39,0.0,67.0,409,1327,16.68
2101104,6,0,0,1,1,1,29.43,65.19,2.75,0.0,124.7,517,1439,27.62
2101055,0,2,0,0,0,1,30.96,70.69,3.04,8.85,132.8,444,1405,46.15
2101104,4,1,0,0,1,0,31.77,60.35,3.36,0.0,96.8,471,1439,34.88
2101075,4,1,0,0,0,0,32.62,64.76,3.99,0.0,96.8,477,1439,33.35
2101050,2,1,0,0,0,0,25.69,42.29,2.76,0.87,66.5,523,1417,35.37
2101039,5,2,0,1,1,1,31.02,59.74,2.82,0.29,85.3,456,1439,57.0
2101053,3,0,0,0,0,1,26.45,51.01,3.3,0.0,74.8,453,1378,11.05
2101108,3,0,0,0,0,1,33.94,64.95,3.67,0.0,121.7,387,1384,25.23
2101073,2,1,0,0,0,1,32.1,77.26,3.2,0.52,131.3,421,1412,34.04
2101085,0,2,0,0,0,1,32.82,71.49,1.51,0.72,146.5,417,1430,46.45
2101156,0,1,1,0,0,1,29.85,45.53,1.95,0.0,91.7,461,1372,33.23
2101139,3,2,1,0,0,1,34.35,67.32,3.22,0.46,120.3,370,1392,42.41
2101088,4,2,0,0,1,0,32.06,62.18,3.75,0.15,92.2,482,1417,44.6
2101115,6,1,0,1,1,1,28.79,63.93,1.55,0.66,117.0,492,1393,38.5
2101008,5,2,0,1,1,1,28.89,53.0,3.28,0.83,92.5,490,1392,56.65
2101082,5,2,0,1,0,1,29.1,55.38,3.22,0.0,91.8,379,1398,48.97
2101090,1,0,1,0,0,1,27.21,45.07,3.11,0.0,81.3,395,1416,26.32
2101060,1,1,1,0,1,1,33.11,77.27,2.51,0.24,126.8,434,1431,41.93
2101041,4,0,1,0,0,1,28.28,50.82,3.44,1.07,95.9,380,1348,23.16
2101148,2,1,0,0,0,0,25.76,45.81,2.65,0.41,82.1,474,1400,23.67
2101003,6,0,0,1,1,1,28.48,65.66,1.94,0.14,109.5,500,1397,31.32
2101195,0,2,0,0,0,1,28.99,44.05,1.86,1.44,92.3,488,1389,34.41
2101195,2,0,0,0,0,1,31.96,76.93,2.71,0.0,130.7,464,1384,13.23
2101125,1,2,0,0,0,1,27.67,46.98,2.77,0.54,89.8,451,1412,46.0
2101059,6,2,1,1,1,0,31.47,52.72,2.69,0.0,97.4,440,1439,44.37
2101059,2,1,1,0,0,0,26.58,44.48,2.13,0.03,76.3,374,1439,19.13
2101107,5,1,0,1,1,1,31.21,58.83,2.17,0.05,90.9,471,1357,38.64
2101134,4,2,0,0,0,0,32.69,62.1,4.12,0.91,111.5,380,1400,38.01
2101072,1,1,0,0,0,1,32.8,80.28,2.44,0.0,130.6,408,1319,36.53
2101088,0,0,0,0,0,1,31.62,68.69,3.27,7.26,126.6,475,1415,16.21
2101011,4,0,1,0,0,1,28.84,50.42,3.33,0.0,87.3,414,1335,21.31
2101177,6,1,0,1,1,0,30.97,50.3,2.32,0.29,106.9,488,1439,40.05
2101180,3,1,0,0,0,1,33.6,63.62,3.49,0.0,121.9,416,1345,38.17
2101053,2,2,1,0,0,0,26.31,44.96,2.76,0.25,67.7,444,1411,45.23
2101187,6,0,0,1,1,0,30.31,51.66,2.26,0.0,102.7,356,1378,25.56
2101169,2,0,0,0,0,0,25.85,43.35,2.14,0.0,66.4,396,1404,22.73
2101038,1,2,0,0,0,1,33.67,78.88,2.63,0.62,124.7,487,1425,42.24
2101031,2,2,1,0,0,1,31.81,81.03,2.99,0.0,123.0,492,1341,48.39
2101084,4,2,0,0,1,1,28.17,49.28,3.91,0.38,82.3,413,1297,41.78
2101138,0,0,1,0,0,1,31.94,73.36,1.74,0.32,141.7,390,1439,20.16
2101075,3,1,0,0,0,1,25.81,52.57,3.05,0.0,67.7,480,1422,43.25
2101146,6,2,1,1,1,0,31.17,52.27,3.03,0.0,104.2,465,1370,53.54
2101034,0,2,1,0,1,1,31.36,72.32,1.87,0.59,149.1,515,1439,50.85
2101185,4,1,1,0,0,1,28.03,50.84,3.82,0.1,87.8,423,1426,34.05
2101132,3,1,0,0,1,1,26.41,54.31,2.51,0.59,67.0,453,1367,36.24
2101050,5,1,0,1,1,1,28.92,56.65,3.02,0.0,89.2,576,1409,42.12
2101156,6,0,0,1,1,1,29.81,64.96,2.5,0.0,106.8,498,1383,26.64
2101082,3,2,0,0,0,1,25.99,53.69,3.24,0.0,62.9,355,1397,42.85
2101152,5,1,0,1,1,1,30.11,57.16,3.65,0.0,88.8,525,1439,37.55
2101140,1,1,1,0,1,1,32.94,76.39,2.98,0.63,131.8,451,1297,44.43
2101135,6,2,0,1,1,1,29.29,64.93,2.4,0.34,121.9,488,1395,51.24
2101025,6,2,0,1,1,1,28.57,67.5,2.37,0.0,115.9,439,1395,57.25
2101004,3,2,0,0,0,1,25.69,52.37,3.08,0.08,66.3,471,1416,49.38
2101140,5,0,0,1,0,1,29.38,55.39,3.24,0.46,82.6,471,1306,22.25
2101046,4,2,0,0,0,1,28.64,49.34,3.57,0.0,91.8,441,1358,47.15
2101014,6,1,1,1,1,1,28.54,63.72,1.99,0.24,113.1,515,1365,43.84
2101103,6,1,1,1,1,1,29.52,62.45,2.61,0.08,113.5,455,1439,39.96
2101186,0,1,0,0,0,1,29.22,42.74,1.72,0.0,87.5,437,1439,30.04
2101140,5,0,1,1,1,1,29.37,56.01,3.38,0.0,79.3,486,1279,32.63
2101060,6,2,1,1,1,1,29.2,60.65,1.88,0.82,121.2,489,1417,51.19
2101077,4,1,0,0,0,0,32.66,61.25,4.17,0.0,101.9,347,1351,31.34
2101139,0,0,1,0,0,1,30.84,72.63,1.36,0.0,139.3,384,1377,18.59
2101090,2,2,1,0,1,1,32.42,76.81,3.52,0.0,124.1,399,1417,57.4
2101112,0,1,0,0,0,1,31.79,69.74,1.19,0.0,142.3,435,1363,35.06
2101168,6,0,0,1,1,0,30.89,53.84,2.38,0.67,104.3,454,1439,31.67
2101012,0,1,1,0,0,1,31.15,70.21,2.02,0.0,139.3,436,1355,34.24
2101005,3,0,0,0,0,1,33.39,64.02,3.22,0.0,117.7,424,1383,19.85
2101178,3,1,1,0,0,1,33.52,64.29,3.48,0.0,107.8,463,1361,24.67
2101054,3,2,1,0,0,1,26.44,51.42,2.64,0.0,66.3,472,1365,41.23
2101164,3,0,0,0,0,1,33.93,68.0,2.77,0.0,120.7,468,1350,18.66
2101058,0,2,0,0,0,1,30.26,70.95,3.25,6.49,131.8,439,1337,45.89
2101169,2,1,0,0,0,1,31.57,76.89,3.4,0.48,123.7,383,1330,33.06
2101198,0,0,1,0,0,1,31.34,66.7,2.82,8.01,123.4,469,1325,16.66
2101184,1,0,0,0,0,1,27.52,45.42,2.51,0.0,87.7,405,1356,28.97
2101046,3,0,1,0,0,1,33.83,64.62,3.23,0.51,116.6,436,1359,21.67
2101103,0,0,1,0,0,1,32.1,71.14,1.36,0.28,142.4,434,1439,10.04
2101010,4,0,1,0,0,0,32.6,58.02,3.84,0.0,102.2,468,1429,33.32
2101054,1,2,1,0,1,1,27.67,46.81,2.13,0.44,84.7,514,1372,53.22
2101083,1,1,0,0,0,1,33.13,76.73,2.97,0.0,134.1,390,1317,38.15
2101008,2,0,1,0,0,1,31.16,76.24,2.8,0.0,133.5,436,1402,29.33
2101130,1,2,1,0,0,1,32.91,76.39,2.51,0.0,125.6,421,1409,39.1
2101039,3,1,0,0,0,1,26.03,49.76,3.08,0.0,72.0,399,1438,44.58
2101031,1,2,0,0,0,1,33.29,72.95,1.69,0.53,128.2,510,1319,39.24
2101130,0,2,0,0,0,1,31.7,70.31,1.15,0.0,138.3,397,1417,33.86
2101168,6,2,1,1,1,0,31.28,53.63,2.68,0.0,96.7,438,1439,54.57
2101199,4,2,0,0,0,0,32.51,63.07,3.69,0.0,104.5,422,1353,41.14
2101040,1,0,0,0,0,1,27.74,45.78,2.45,0.12,75.7,451,1330,19.34
2101155,0,1,0,0,0,1,30.31,71.02,3.5,7.38,132.3,451,1380,23.38
2101141,5,1,0,1,1,1,28.45,54.96,3.12,0.52,86.6,430,1346,35.88
2101162,1,2,1,0,1,1,27.44,49.33,2.02,0.0,83.0,495,1439,51.4
2101033,2,0,1,0,0,0,25.78,43.69,1.66,0.0,75.8,361,1365,25.51
2101096,5,1,0,1,1,1,29.05,54.73,3.29,0.0,87.5,413,1439,52.11
2101176,6,2,0,1,1,0,30.95,52.98,2.23,0.02,107.7,421,1439,47.41
2101115,2,1,0,0,0,0,25.66,41.42,2.57,0.0,71.1,423,1373,35.22
2101041,3,0,0,0,0,1,33.62,64.54,3.53,0.16,117.4,401,1365,23.91
2101001,2,2,0,0,0,0,26.12,40.2,2.06,1.09,71.9,465,1387,48.12
2101146,3,1,1,0,0,1,34.11,66.69,3.98,0.0,128.0,443,1338,49.6
2101014,2,2,0,0,0,1,31.51,76.41,3.59,0.02,134.3,474,1353,45.04
2101167,4,1,1,0,0,1,28.56,50.74,3.84,0.81,84.4,508,1357,43.39
2101131,1,1,1,0,0,1,27.56,45.87,1.98,0.0,82.0,422,1302,37.0
2101051,5,1,0,1,1,1,30.94,62.7,2.07,0.0,88.8,503,1439,38.31
2101043,0,1,0,0,0,1,31.58,70.69,1.5,0.0,145.2,473,1394,29.98
2101019,3,0,0,0,0,1,34.82,64.93,3.34,0.23,119.6,424,1403,26.17
2101068,5,1,0,1,1,1,29.04,57.79,2.89,0.3,96.7,486,1368,37.5
2101117,0,0,1,0,0,1,30.0,45.1,2.17,0.0,85.3,459,1310,22.26
2101062,0,1,1,0,0,1,31.26,69.46,3.22,7.6,132.5,450,1416,36.33
2101100,6,0,0,1,1,1,29.65,61.2,2.42,0.75,119.2,466,1436,33.55
2101126,5,2,0,1,1,1,28.99,54.46,3.08,0.51,81.6,452,1355,60.77
2101096,0,2,1,0,0,1,32.37,72.56,2.05,0.0,144.4,370,1405,57.73
2101050,0,1,0,0,0,1,31.61,71.49,1.72,0.0,142.7,488,1409,37.31
2101156,1,1,0,0,0,1,27.55,49.4,1.51,0.05,83.9,455,1346,32.99
2101143,5,1,0,1,1,1,31.26,57.65,2.0,0.42,97.4,511,1439,42.16
2101093,5,0,0,1,1,1,29.56,56.76,3.21,0.0,77.5,473,1344,29.18
2101036,4,2,1,0,0,0,32.44,60.08,4.13,0.0,106.2,483,1411,46.2
2101099,2,2,0,0,0,1,31.71,78.89,3.18,0.0,127.7,443,1398,41.62
2101072,1,1,1,0,0,1,33.89,75.43,2.21,0.0,136.0,418,1351,47.25
2101097,4,0,0,0,0,0,32.13,63.07,3.64,0.0,101.7,507,1422,10.0
2101025,2,1,0,0,0,0,25.74,41.65,2.68,0.0,79.3,408,1423,37.78
2101091,1,0,0,0,1,1,33.69,73.02,2.15,0.26,131.3,395,1352,20.78
2101011,4,2,0,0,0,1,28.65,48.88,3.4,0.0,94.5,419,1330,37.82
2101081,4,2,0,0,0,0,32.86,60.12,3.61,0.0,99.9,418,1336,41.87
2101140,4,1,0,0,1,0,31.99,59.37,4.0,0.0,95.5,458,1294,36.35
2101033,2,1,0,0,0,0,26.59,44.98,2.32,0.0,76.5,369,1369,30.91
2101026,5,2,0,1,1,1,29.51,57.95,2.73,0.4,88.7,460,1438,54.07
2101059,6,0,1,1,1,0,31.76,52.04,2.7,0.0,112.2,430,1439,16.94
2101181,4,2,1,0,0,1,27.86,49.02,3.37,0.25,79.0,481,1363,48.63
2101053,4,2,0,0,0,0,32.51,61.0,3.94,0.0,98.7,466,1425,26.97
2101188,1,1,0,0,0,1,33.26,74.33,2.4,0.04,133.8,471,1408,41.43
2101050,5,2,1,1,1,1,28.68,58.16,3.59,0.0,78.9,560,1411,60.18
2101012,4,2,0,0,0,1,28.08,51.45,3.9,0.0,87.9,455,1360,36.96
2101156,4,2,0,0,0,1,28.81,51.76,3.41,0.0,99.7,459,1350,40.06
2101024,6,0,0,1,1,1,28.86,63.61,2.26,0.33,124.2,584,1402,25.31
2101023,0,2,0,0,0,1,29.25,38.92,1.66,0.08,90.1,405,1403,38.53
2101107,2,1,0,0,0,1,32.12,75.12,3.77,0.0,136.7,416,1305,27.38
2101041,1,2,1,0,0,1,28.04,44.59,2.47,0.48,89.7,377,1357,52.38
2101121,1,2,1,0,0,1,28.04,47.27,2.75,0.09,87.6,479,1402,43.93
2101105,5,0,0,1,1,1,31.03,60.28,2.1,0.3,94.3,461,1399,26.56
2101143,2,1,0,0,0,0,26.14,41.37,1.86,0.43,74.3,487,1439,22.58
2101063,3,1,0,0,0,1,34.48,65.53,3.92,0.0,114.2,456,1388,44.76
2101056,2,1,0,0,0,0,25.9,45.63,2.51,0.0,70.6,395,1368,33.61
2101048,4,2,0,0,0,1,28.06,49.15,3.62,0.17,92.7,416,1359,47.51
2101150,1,1,1,0,0,1,33.71,73.91,2.3,0.0,129.2,477,1296,25.49
2101075,6,2,0,1,1,0,31.68,51.14,2.7,0.21,110.9,504,1439,52.24
2101170,2,2,1,0,1,0,25.7,41.56,2.64,0.64,71.5,420,1382,42.15
2101100,0,0,0,0,0,1,30.52,70.69,1.19,0.49,133.2,447,1421,15.37
2101158,2,1,1,0,0,0,25.58,43.77,2.81,0.0,71.5,448,1278,39.81
2101135,6,1,0,1,0,1,28.64,67.45,2.15,0.0,118.5,488,1386,32.59
2101138,5,1,0,1,1,1,29.26,52.34,3.09,0.0,87.1,397,1424,47.72
2101194,3,0,0,0,0,1,26.47,51.41,3.3,0.0,73.0,467,1266,20.0
2101091,5,0,1,1,1,1,29.26,55.62,3.51,0.64,81.1,441,1403,37.75
2101170,5,1,0,1,1,1,31.07,59.96,2.09,0.0,99.9,444,1400,37.25
2101165,4,0,0,0,0,0,32.48,60.87,3.28,0.0,96.4,449,1424,10.0
2101086,1,1,1,0,0,1,32.99,74.95,2.34,0.41,132.1,481,1355,40.16
2101139,3,0,1,0,1,1,26.21,53.25,2.94,0.0,71.2,394,1400,25.81
2101090,4,0,1,0,0,0,32.16,60.37,3.81,0.0,93.7,377,1426,29.04
2101133,6,1,0,1,1,1,30.12,64.1,1.93,1.0,124.2,475,1439,46.62
2101083,6,1,0,1,1,0,31.39,51.55,2.27,0.86,89.1,411,1359,39.8
2101099,6,2,0,1,1,1,28.71,64.53,1.93,0.35,112.8,480,1400,53.27
2101048,2,1,0,0,0,1,31.38,76.2,3.33,0.13,131.8,410,1355,40.39
2101127,2,1,0,0,0,1,31.6,78.31,3.51,0.0,127.8,384,1334,33.05
2101190,5,0,1,1,1,1,30.69,60.09,2.5,0.31,96.2,452,1366,27.51
2101071,0,1,0,0,0,1,31.27,71.77,1.45,0.01,144.7,504,1341,27.46
2101014,0,2,0,0,0,1,29.24,42.45,2.11,0.1,92.3,487,1359,47.19
2101141,2,1,0,0,0,0,26.51,41.01,2.65,0.0,84.0,391,1333,29.88
2101041,2,0,0,0,0,0,25.99,41.32,2.33,0.0,72.1,375,1356,19.31
2101139,3,1,0,0,0,1,33.75,64.34,3.42,0.0,117.9,387,1416,26.82
2101132,2,2,0,0,0,1,31.24,76.86,3.9,0.16,124.2,431,1394,47.12
2101189,1,2,0,0,0,1,27.18,45.32,2.4,0.83,80.0,455,1342,45.31
2101118,2,0,0,0,0,0,26.13,40.9,2.74,0.19,76.5,377,1356,18.2
2101024,0,2,0,0,0,1,30.63,69.28,3.02,6.56,130.2,542,1406,42.26
2101056,6,2,0,1,1,1,29.5,65.28,2.32,0.0,117.1,438,1345,44.17
2101054,5,1,0,1,1,1,31.1,56.94,1.68,0.0,89.0,532,1372,45.43
2101187,2,1,0,0,0,1,32.2,79.55,3.26,0.0,133.1,330,1349,31.7
2101172,3,0,1,0,1,1,34.17,66.29,3.82,0.31,110.1,541,1429,25.5
2101082,6,0,0,1,1,1,29.05,64.14,2.94,0.21,115.4,408,1398,37.14
2101175,6,2,0,1,1,0,30.26,53.47,2.87,0.0,100.4,487,1439,51.52
2101119,0,0,0,0,0,1,30.2,68.97,3.36,7.71,123.2,471,1358,19.28
2101063,2,1,0,0,0,0,26.46,41.73,2.5,0.0,74.0,429,1384,43.27
2101019,1,2,1,0,0,1,28.21,50.55,2.16,0.0,80.5,416,1376,51.71
2101182,1,2,1,0,0,1,33.46,73.63,2.24,0.0,124.6,471,1315,41.85
2101178,1,0,0,0,0,1,27.95,46.43,2.52,0.0,92.8,468,1411,17.32
2101149,5,0,1,1,1,1,31.18,61.63,1.96,0.82,96.2,490,1428,28.3
2101021,5,0,0,1,1,1,29.17,53.62,3.51,0.0,91.3,442,1439,19.33
2101111,2,2,0,0,0,1,31.51,76.33,2.97,0.72,129.9,457,1439,43.19
2101079,2,0,0,0,0,1,32.17,77.21,2.73,0.77,134.5,476,1353,15.59
2101136,2,0,0,0,0,0,26.3,47.14,2.18,0.0,77.2,437,1318,19.04
2101177,3,1,0,0,1,1,26.13,49.84,2.28,0.0,78.8,463,1433,39.95
2101107,5,1,1,1,1,1,29.18,55.46,2.82,0.0,97.1,444,1305,43.97
2101189,0,0,0,0,0,1,29.76,43.73,2.38,0.0,93.5,469,1350,23.61
2101039,5,0,1,1,1,1,31.48,60.25,2.13,0.36,93.8,441,1439,29.44
